date,city,state,category_de,description_de,source,year
2015-11-07,Bad Säckingen,Baden-Württemberg,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-06,Freiberg,Sachsen,Kundgebung/Demo,"Die NPD demonstrierte am Freitagabend mit mehreren hundert Anhängern gegen Asylsuchende. Aus der Demonstration heraus waren ""Hier marschiert der nationale Widerstand""-Rufe zu vernehmen.","http://www.freiepresse.de/LOKALES/MITTELSACHSEN/FREIBERG/Freiberg-Rund-700-Personen-bei-Demos-artikel9349700.php
http://www.freiepresse.de/LOKALES/MITTELSACHSEN/FREIBERG/Ticker-NPD-Demo-und-Gegendemo-in-Freiberg-artikel9349252.php",2015
2015-11-06,Kruckow,Mecklenburg-Vorpommern,Sonstige Angriffe,"Unbekannte Täter warfen am frühen Freitagmorgen Flaschen auf ein Wohnhaus, in dem asylsuchende Familien aus Syrien leben. Ein Fenster ging bei dem Übergriff zu Bruch, Verletzte gab es jedoch nicht.",http://www.nordkurier.de/anklam/flaschenwuerfe-auf-fluechtlingsunterkunft-0718586111.html,2015
2015-11-06,Schkeuditz,Sachsen,Brandanschlag,"Unbekannte verübten am Freitag einen Brandanschlag auf ein Haus, das zur Unterbringung von Asylsuchenden genutzt werden sollte.",http://www.lvz.de/Mitteldeutschland/Polizeiticker-Mitteldeutschland/Feuer-in-geplanter-Asylunterkunft-Polizei-geht-von-Brandstiftung-aus,2015
2015-11-06,Schwerte,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen eines besonders schweren Falls des Landfriedensbruchs an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-06,Neulingen,Baden-Württemberg,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-05,Freital,Sachsen,Brandanschlag,"Erneut legten Unbekannte Feuer in einem ehemaligen Baumarkt, der als Unterkunft für Asylsuchende im Gespräch ist. Die Feuerwehr konnte den Brand schnell löschen. Es entstand nur geringer Schaden.",http://www.dresden-fernsehen.de/Aktuelles/Artikel/1401883/Brandanschlaege-auf-ehemaligen-Supermarkt-in-Freital/,2015
2015-11-05,Neuenkirchen,Niedersachsen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-05,Schotten,Hessen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-04,Worbis,Thüringen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-04,Kalletal,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-04,Laucha,Sachsen-Anhalt,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-04,Buchholz (Nordheide),Niedersachsen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-04,Otter,Niedersachsen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-04,Böblingen,Baden-Württemberg,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-03,Erftstadt,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Hausfriedensbruchs an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-03,Köln,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-03,Bad Wurzach,Baden-Württemberg,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-03,Crailsheim,Baden-Württemberg,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-03,Süderlügum,Schleswig-Holstein,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Gewaltdarstellung ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-03,Geretsried,Bayern,Sonstige Angriffe,"In der Nacht zu Dienstag, ziehen zehn bis 15 Jugendliche zur Mittelschul-Turnhalle, in der zur Zeit 150 Geflüchtete vorübergehend untergebracht sind. An der Unterkunft klopfen sie gegen die Fensterscheiben der Erstaufnahmeinerichtung und schreien ""Ausländer raus!"". Der Vorsitzende des Sportvereins TUS Geretsried beobachtet den Vorfall und alarmiert die Polizei. Die Polizeidienststelle Geretsried verschweigt den Vorfall jedoch zunächst und führt ihn nicht in ihrem ansonsten ausführlichen Pressebericht auf. Das Geschehen wird daher erst zwei Wochen später durch Recherchen der ""Süddeutschen Zeitung"" (SZ) bekannt. Johann Brandhuber, stellvertretender Leiter der Polizeidienststelle Geretsried, rechtfertigt das Vorgehen gegenüber der SZ: ""Ich wollte keinen Nachahmer-Effekt"".",http://www.sueddeutsche.de/muenchen/wolfratshausen/auslaender-raus-rufe-ingeretsried-polizei-verschweigt-vorfall-an-asyl-halle-1.2742131,2015
2015-11-03,Eilenburg,Sachsen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-03,Waldkraiburg,Bayern,Tätlicher Übergriff/Körperverletzung,"Ein 20-jähriger Asylsuchender aus Nigeria wurde am Dienstagabend nach dem Einkaufen bedroht. Demnach stiegen zwei Männer und eine Frau aus einem Auto aus, gingen auf den Mann zu und begannen in aggressiver Weise in englischer Sprache auf ihn einzureden und ihn zu schubsen. Nachdem einer der Täter mit einer Eisenstange auf den jungen Mann losging, ließ dieser seine Einkaufstüten stehen und flüchtete.",http://www.innsalzach24.de/innsalzach/region-waldkraiburg/waldkraiburg-ort46534/waldkraiburg-angriff-eisenstange-nigerianer-siebenbuergener-strasse-5765888.html,2015
2015-11-03,Prenzlau,Brandenburg,Tätlicher Übergriff/Körperverletzung,"Nach bisherigen Erkenntnissen stießen zwei bis drei Unbekannte am Dienstag einen 28-Jährigen Asylsuchenden von seinem Fahrrad und schlugen auf ihn ein, wie die Polizei am Mittwoch mitteilte. Der Mann erlitt Verletzungen im Gesicht. Er wurde ambulant behandelt. Die Polizei ermittelt wegen gefährlicher Körperverletzung.",http://www.welt.de/politik/deutschland/article148433660/Toter-auf-Sylt-Hamburger-Polizei-laesst-Hunde-los.html,2015
2015-11-03,Dresden-Laubegast,Sachsen,Kundgebung/Demo,"In Dresden-Laubegast haben Anwohner und Neonazis erneut gegen eine geplante Asylunterkunft im ehemaligen Hotel ""Prinz Eugen"" protestiert. Seit mehreren Tagen organisieren die Anwohner jeden Abend (außer montags) einen ""Spaziergang"" zu dem Hotel, um dort gegen die Aufnahme von Asylsuchenden zu demonstrieren. Zuletzt schloss sich auch immer wieder die neonazistische ""Freie Kameradschaft Dresden"" dem ""Spaziergang"" an. Die Versammlung am Dienstagabend war erneut nicht angemeldet, wurde von der Polizei dennoch zum wiederholten Mal nicht unterbunden.",https://twitter.com/streetcoverage/status/661528968038748160,2015
2015-11-02,Kiel,Schleswig-Holstein,Tätlicher Übergriff/Körperverletzung,Am späten Montagabend kam es auf dem Bahnhofsvorplatz zu einem Angriff auf einen 35-jährigen Asylsuchenden aus dem Irak. Eine Gruppe von 6 Männern verfolgte den Mann und griff ihn mit Glasflaschen an. Das Opfer erlitt Gesichtverletzungen und musste ins Krankenhaus eingeliefert werden.,http://www.stern.de/politik/deutschland/fluechtlingskrise-im-ticker----merkel--in-transitzonen-keine-haft-fuer-fluechtlinge-geplant-6534550.html,2015
2015-11-02,Walluf,Hessen,Sonstige Angriffe,"Unbekannte hebelten in der Nacht zu Montag ein Fenster eines Hauses auf und verschafften sich so Zugang zu dem Gebäude, das zu einer Unterkunft für Asylsuchende umgebaut wird. Dann setzten der oder die Täter das Gebäude unter Wasser.","http://hessenschau.de/panorama/fluechtlingshaus-in-walluf-beschaedigt,kurz-haus-wasser-walluf-100.html",2015
2015-11-02,Spremberg,Brandenburg,Brandanschlag,"In der leerstehenden Schule im Spremberger Ortsteil Trattendorf hatte es am Montagmorgen gebrannt. Nach Angaben der Feuerwehr brach das Feuer im Keller des Gebäudes aus. Das ehemalige Gymnasium wird momentan zu einer Unterkunft für etwa 180 Asylsuchende umgebaut und sollte Anfang des Jahres bezogen werden. Einen technischen Defekt konnten die Ermittler bisher nicht als Brandursache ausfindig machen. Es deute einiges darauf hin, so Brandenburgs Innenminister Karl-Heinz Schröter, ""dass es sich um eine Brandstiftung handelt"". Er ergänzte: ""Und sollte es eine sein, so wäre es sehr verwunderlich, wenn kein rechtsextremistischer Hintergrund bestehen würde.""",https://www.rbb-online.de/politik/thema/fluechtlinge/brandenburg/2015/11/brand-in-geplantem-asylbewerberheim-in-spremberg.html,2015
2015-11-02,Bad Schandau,Sachsen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-02,Essen,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-02,Suhl,Thüringen,Tätlicher Übergriff/Körperverletzung,"In einem Wohngebiet in Suhl wurde ein Syrer von seinem Nachbarn in der eigenen Wohnung angegriffen. Nachdem sich der Geflüchtete und seine Freundin wegen Ruhestörung beschwerten, klingelte der Täter an deren Tür und verschaffte sich kurz daraufhin lautstark Zutritt zu deren Wohnung. Nachdem der Syrer erklärte, dass er kaum Deutsch spreche, versuchte der Angreifer ihm mit dem Schlüsselbund im Gesicht zu verletzen. Dieser konnte den Angriff aber rechtzeitig abwehren. Die Freundin rief daraufhin die Polizei. Kurz darauf wurde das Paar vom Täter und seiner Freundin erneut angepöbelt. Die Polizei ermittelt nun wegen versuchter Körperverletzung und dem Verwenden von Kennzeichen verfassungswidriger Organisationen.",http://www.ezra.de/chronik/chronik-2015/,2015
2015-11-02,Gingst,Mecklenburg-Vorpommern,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Hausfriedensbruchs an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-01,Sehnde,Niedersachsen,Brandanschlag,Im niedersächsischen Sehnde hat in der Nacht zu Sonntag eine bewohnte Flüchtlingsunterkunft gebrannt. In dem Gebäude wohnt eine dreiköpfige Familie aus Montenegro. Im Nachbarhaus wohnt ebenfalls eine Familie aus Montenegro. Die Polizei geht von Brandstiftung aus und hat einen 43-jährigen Verdächtigen festgenommen.,http://www.haz.de/Hannover/Aus-der-Region/Sehnde/Nachrichten/Feuer-in-Fluechtlingsunterkunft-in-Sehnde,2015
2015-11-01,Freital,Sachsen,Sonstige Angriffe,"Bei einem Anschlag auf eine Wohnung von Asylsuchenden ist ein Mensch leicht verletzt worden. Das Operative Abwehrzentrum der Polizei teilte mit, dass ein 26-Jähriger Schnittwunden an der Stirn erlitten habe, als in der Nacht zum Sonntag vor seinem Schlafzimmerfenster eine Sprengladung explodierte. Bei dem Sprengsatz habe es sich um in Deutschland nicht zugelassene Pyrotechnik gehandelt. Drei Fenster bewohnter Zimmer seien zerstört worden. In der Erdgeschosswohnung des Mehrfamilienhauses sind acht Asylsuchende untergebracht. Die Täter entkamen unerkannt. Die Polizei geht von einem rechten Hintergrund aus und sucht Zeugen.",http://www.mdr.de/sachsen/dresden/anschlag-freital102.html,2015
2015-11-01,"Lokstedt, Hamburg",Hamburg,Sonstige Angriffe,Geflüchtete Familien im Stadtteil Lokstedt erhielten Drohbriefe. Die Polizei ermittelt wegen Beleidigung.,http://www.abendblatt.de/hamburg/eimsbuettel/article206976531/Fluechtlingsfamilien-in-Lokstedt-erhalten-Drohbriefe.html,2015
2015-11-01,Jena,Thüringen,Tätlicher Übergriff/Körperverletzung,"Drei Männer haben am Sonntagmorgen an einer Straßenbahnhaltestelle einen 27-jährigen Asylsuchenden zusammengeschlagen. Die Täter flüchteten unerkannt. Das Opfer erlitt leichte Verletzungen, die in der Notaufnahme behandelt wurden.",http://www.sz-online.de/sachsen/ein-wochenende-der-gewalt-gegen-fluechtlinge-3239228.html,2015
2015-11-01,Döbeln,Sachsen,Sonstige Angriffe,"In Döbeln hat eine aggressive Gruppe versucht, Busse zu blockieren, die neuangekommene Asylsuchende in die Stadt brachte. Das verhinderte die Polizei, die die Ankunft der Asyulsuchenden absichern musste. Zu den Protesten aufgerufen hatte unter anderem die Gruppe ""Döbeln wehrt sich - Meine Stimme gegen Überfremdung"", die seit Wochen auf Facebook gegen Asylsuchende hetzt.",http://www.sz-online.de/sachsen/schuesse-auf-erstaufnahme-in-doebeln-3240683.html,2015
2015-11-01,Dortmund,Nordrhein-Westfalen,Brandanschlag,"Am Dortmunder Leibniz-Gymnasium an der Kreuzstraße haben in der Nacht zu Sonntag Müllcontainer gebrannt. In unmittelbarer Nähe der Schule sind derzeit Geflüchtete in einer Turnhalle untergebracht. Mittlerweile bestätigt die Polizei, Spuren eines Brandbeschleunigers gefunden zu haben. „Die Nähe zur Unterkunft legt natürlich den Schluss nahe, dass es einen rechten Hintergrund gibt. Darum haben wir auch die Soko Rechts eingeschaltet, die intensiv ermittelt“, sagte Polizei-Sprecher Gunnar Wortmann. „Doch wir ermitteln weiter in alle Richtungen.“",http://www.ruhrbarone.de/feuer-am-gymnasium-anschlag-auf-fluechtlingsunterkunft/116444,2015
2015-11-01,Magdeburg,Sachsen-Anhalt,Tätlicher Übergriff/Körperverletzung,"Eine Gruppe von etwa 30 Personen hat am frühen Sonntagmorgen drei Asylsuchende angegriffen. Einige der Angreifer trugen Schlagstöcke und Baseballschläger bei sich. Als Zivilpolizisten den Angriff bemerkten und eingriffen, flohen die Angreifer. Nur ein 24-jähriger Tatverdächtiger konnte festgenommen werden. Die Opfer des Überfalls, zwei 26 und ein 35 Jahre alte Syrer, erlitten Prellungen und Verletzungen im Gesicht und wurden ambulant im Krankenhaus behandelt. Die Polizei ermittelt nun wegen gefährlicher Körperverletzung, schweren Landfriedensbruchs, Verstoßes gegen das Waffengesetz und Widerstands gegen Vollstreckungsbeamte.",http://www.sueddeutsche.de/politik/magdeburg-maenner-ueberfallen-fluechtlinge-mit-baseballschlaegern-1.2717730,2015
2015-11-01,Rudolstadt,Thüringen,Kundgebung/Demo,"Die neonazistisch geprägte Initiative ""SÜGIDA"" bzw. ""Wir lieben Ostthüringen"" hat am Sonntagabend einen Fackelmarsch durchgeführt, der unter anderem an einer Asylunterkunft vorbeiführte. Das Motto der Demonstration lautete ""Gegen die Überfremdung unserer Heimat"". Während des Fackelmarsches waren einzelne Personen vermummt unterwegs, manche trugen Quarzhandschuhe. Insgesamt sollen sich laut Polizeiangaben bis zu 500 Rechte zu der Demonstration eingefunden haben, darunter zahlreiche militante Neonazis.","http://www.tlz.de/web/zgt/politik/detail/-/specific/450-Menschen-demonstrieren-gegen-rechten-Fackelmarsch-1737776725
https://www.flickr.com/photos/soerenkohlhuber/sets/72157660685694575",2015
2015-11-01,Dresden-Laubegast,Sachsen,Sonstige Angriffe,"In Dresden-Laubegast haben Anwohner und Neonazis erneut gegen eine geplante Asylunterkunft im ehemaligen Hotel ""Prinz Eugen"" protestiert. Seit mehreren Tagen organisieren die Anwohner jeden Abend einen ""Spaziergang"" zu dem Hotel, um dort gegen die Aufnahme von Asylsuchenden zu demonstrieren. Am Sonntagabend schloss sich auch die neonazistische ""Freie Kameradschaft Dresden"" mit einem eigenen Banner dem ""Spaziergang"" an. Die Versammlung war nicht angemeldet, wurde von der Polizei dennoch nicht unterbunden.","eigene Recherche
""Freie Kameradschaft Dresden"" auf Facebook",2015
2015-11-01,Meerane,Sachsen,Sonstige Angriffe,"Etwa 100 Personen, darunter stadtbekannte Neonazis und NPD-Anhänger, haben am Montagabend in Meerane randaliert. Der Mob versammelte sich, nachdem bekannt wurde, dass am Abend Asylsuchende am Bahnhof ankommen und von dort aus in Unterbringungen in ganz Sachsen verteilt werden sollten. Die Menge versuchte, die Busse mit Blockaden an der Abfahrt zu hindern. Aus der Gruppe heraus wurden Polizeibeamte mit Böllern beworfen und tätlich angegriffen. Eine Frau wurde verletzt.",https://mopo24.de/nachrichten/randale-bei-ankunft-von-fluechtlingszug-in-meerane-23468,2015
2015-11-01,Nürnberg,Bayern,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-01,Grünheide,Brandenburg,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-01,Lalendorf,Mecklenburg-Vorpommern,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-01,Berlin-Johannisthal,Berlin,Sonstige Angriffe,"In der Nacht zu Sonntag gab es mehrere Angriffe auf eine neu eingerichtete Asylunterkunft. Viermal musste der Sicherheitsdienst die Polizei rufen, weil Böller flogen und Unbekannte auf das Gelände vordrangen. Ein Böller explodierte an der Eingangstür. Menschen kamen dabei nicht zu Schaden.",https://uffmucken-schoeneweide.de/2015/11/02/angriff-gegen-gefluechteten/,2015
2015-11-01,Rastatt,Baden-Württemberg,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-01,Versmold,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen einer Bedrohung ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-01,Langenfeld,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-01,Ennepetal,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-01,Langenhagen,Niedersachsen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-11-01,Steinfeld,Niedersachsen,Sonstige Angriffe,"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.",http://dipbt.bundestag.de/doc/btd/18/074/1807465.pdf,2015
2015-10-31,Castrop-Rauxel,Nordrhein-Westfalen,Brandanschlag,"Auf das ehemalige Jugendzentrum in Deininghausen ist Samstagabend ein Anschlag verübt worden. Wie die Polizei bestätigte, haben der oder die Täter kurz vor 23 Uhr versucht, mit einem Brandbeschleuniger Feuer in einem Raum zu entfachen. In das Gebäude sollen bald Flüchtlinge einziehen.","http://www.ruhrnachrichten.de/staedte/castrop/In-Castrop-Rauxel-Anschlag-auf-zukuenftige-Fluechtlings-Unterkunft;art934,2859251",2015
2015-10-31,Hamburg,Hamburg,Kundgebung/Demo,"Über 500 Menschen beteiligten sich am Samstag an einer Kundgebung der AfD unter dem Motto ""Gegen das Politikversagen! Asylchaos stoppen!"". Als Hauptrednerin trat die AfD-Bundesvorsitzende Frauke Petry auf. Ein anschließend geplanter Demonstrationsumzug musste aufgrunf von Gegenprotesten vorzeitig abgebrochen werden.","https://www.ndr.de/nachrichten/hamburg/Tumulte-bei-AfD-Demo-in-Hamburg,demo1380.html",2015
2015-10-31,Heidenau,Sachsen,Sonstige Angriffe,Unbekannte warfen Steine auf eine Erstaufnahmeeinrichtung und zerstören dadurch mehrere Fenster. Mit Feuerwerkskörpern beschädigen sie zudem den Sichtschutz des Zauns.,https://docs.google.com/spreadsheets/d/1yxi3oV96kxag_3GiVnGvndgJ5zTI-lHsaAB-p7U-g3w/htmlview?sle=true#gid=1734573181&vpid=A2%20target=_blank,2015
