de,en
Zwei Männer beleidigten am Abend in einer Straßenbahn einen Geflüchteten aus Syrien. Anschließend schlugen sie auf ihn ein. Die Polizei hat Fahndungsfotos der beiden Tatverdächtigen veröffentlicht.,Two men insulted a refugee from Syria on a tram in the evening. Then they beat him. Police have released mug shots of the two suspects.
"Drei Männer haben einen Asylsuchenden aus Afghanistan angegriffen, der am Nachmittag an einem See joggte. Die Angreifer attackierten den Mann mit einem Messer und traten ihm in den Bauch. Laut Polizei erlitt der Mann eine Schnittwunde am Arm und hatte Schmerzen im Bauchbereich, konnte jedoch nach einer ambulanten Behandlung das Krankenhaus wieder verlassen.","Three men attacked an Afghan asylum seeker who was jogging by a lake in the afternoon. The attackers attacked the man with a knife and kicked him in the stomach. According to the police, the man suffered a laceration on his arm and had abdominal pain, but was able to leave the hospital after outpatient treatment."
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen eines Verstoßes gegen das Gesetz zum Schutz der Jugend in der Öffentlichkeit ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.","The answer of the federal government to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating a violation of the law for the protection of young people in public and classifies this incident as ""politically motivated crime - right-wing""."
"Nach einer Faschingsparty kam es laut Polizei ""zu einer Streitigkeit zwischen einem 21-jährigen Flüchtling und mehreren Partybesuchern. Hierbei verpasste ein bislang unbekannter Täter dem Flüchtling einen Faustschlag ins Gesicht.""","According to the police, after a carnival party, ""a dispute broke out between a 21-year-old refugee and several party-goers. A hitherto unknown perpetrator punched the refugee in the face."""
Eine Gruppe zum Fasching verkleideter Menschen zog an einer Asylunterkunft vorbei und rief dabei lautstark rechte Parolen.,A group of people dressed up for carnival passed an asylum shelter and loudly shouted right-wing slogans.
"Unbekannte haben in der Nacht einen Brandanschlag auf eine bewohnte Asylunterkunft verübt. Verletzt wurde niemand.
 
Aus der Antwort der Bundesregierung auf eine Kleine Anfrage im Bundestag (Drucksache 18/837) geht hervor, dass die zuständigen Ermittler den Fall als ""politisch motivierte Kriminalität - rechts"" einordnen.","Unknown persons carried out an arson attack on an inhabited asylum accommodation during the night. Nobody got hurt.

The answer of the federal government to a small question in the Bundestag (printed paper 18/837) shows that the responsible investigators classify the case as ""politically motivated crime - right-wing""."
"Ein Geflüchteter aus Pakistan und seine Begleiter wurden in einer S-Bahn von einem Mann angepöbelt und rassistisch beleidigt. Er unterstellte den beiden, dass sie die Stühle, die sie bei sich hatten, gestohlen hätten und trat nach ihnen. Augenzeugen schritten ein.",A refugee from Pakistan and his companions were accosted and racially insulted by a man on an S-Bahn. He accused the two of stealing the chairs they had with them and kicked them. Eyewitnesses intervened.
Unbekannte haben zum wiederholten Mal vor der Wohnung einer aus Syrien geflüchteten Familie Müll verschüttet.,Unknown persons have repeatedly spilled rubbish in front of the apartment of a family who fled Syria.
"Laut Polizei gaben drei junge Männer kurz vor Mitternacht vor einer Asylunterkunft ""beleidigende Rufe von sich"". Auch soll die Parole ""Sieg Heil"" gerufen worden sein. Die Männer flüchteten, konnten aber von der Polizei gestellt werden.","According to the police, shortly before midnight, three young men ""uttered insulting shouts"" in front of an asylum shelter. The slogan ""Sieg Heil"" is also said to have been shouted. The men fled but were apprehended by the police."
In einer Straßenbahn wurde ein Geflüchteter von zwei Personen mit einem Messer bedroht und geschlagen. Einer der Täter soll eine Bomberjacke getragen und eine Glatze haben. Das Opfer mußte im Krankenhaus behandelt werden.,"In a tram, a refugee was threatened by two people with a knife and beaten. One of the perpetrators is said to be wearing a bomber jacket and is bald. The victim had to be treated in hospital."
Unbekannte haben vor der Wohnung einer aus Syrien geflüchteten Familie Müll verschüttet.,Unknown persons spilled rubbish in front of the home of a family who fled Syria.
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
 
Laut Antwort des Berliner Senats auf eine Kleine Anfrage liegt folgender Sachverhalt vor: ""Ca. zehn Personen befanden sich in der Nähe bzw. an der Flüchtlingsunterkunft. Eine Person äußerte Beschimpfungen unbekannten Inhalts und warf dann eine Bierflasche Richtung Unterkunft. Es wurde niemand getroffen.""","The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating hate speech and classified this incident as ""politically motivated crime - right-wing"".

According to the Berlin Senate's response to a small inquiry, the following facts exist: ""Approximately ten people were in the vicinity of or at the refugee accommodation. One person expressed insults of unknown content and then threw a beer bottle in the direction of the accommodation. No one was hit."""
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage der Partei Die Linke geht hervor, dass die Polizei wegen gefährlicher Körperverletzung gegen einen oder mehrere Asylsuchende ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.","The response of the federal government to a small inquiry by the Left Party shows that the police are investigating one or more asylum seekers for dangerous bodily harm and classified this incident as ""politically motivated crime - right-wing""."
"Ein 28-jähriger Asylsuchender war mit dem Fahrrad unterwegs, als zwei Autos neben ihm hielten. Sieben bis acht Personen stiegen aus und attackierten den Mann mit Fäusten und einem Schlagstock. Dann entrissen sie ihm seinen Rucksack und flüchteten.",A 28-year-old asylum seeker was cycling when two cars pulled up next to him. Seven to eight people got out and attacked the man with their fists and a baton. Then they snatched his backpack and fled.
"Am Abend brannte ein leerstehenedes Fabrikgebäude, das als Asylunterkunft zur Diskussion stand. Die Ermittler gehen von Brandstiftung aus und schließen auch einen rassistischen Hintergrund nicht aus.","In the evening, an empty factory building that was being discussed as an asylum accommodation burned down. The investigators assume arson and do not rule out a racist background."
"Gegen 18 Uhr rief eine Gruppe Jugendlicher vor der örtlichen Jugendfreizeiteinrichtung rassistische Parolen. Als zwei aus Syrien geflüchtete Jugendliche im Alter von 13 und 14 Jahren daraufhin aus dem Gebäude kamen, wurden sie auf dem Hof zu Boden gestoßen. Danach flüchteten die beiden zurück in das Freizeitzentrum. Später verfolgte eine größere Gruppe syrischer Jugendlicher die Angreifer. Erneut kam es zu einer Schlägerei. Laut Polizei wurde ein syrischer Jugendlicher leicht verletzt.","At around 6 p.m., a group of young people shouted racist slogans in front of the local youth center. When two youths aged 13 and 14 who had fled Syria then came out of the building, they were pushed to the ground in the courtyard. The two then fled back to the recreation center. Later, a larger group of Syrian youths pursued the attackers. A fight broke out again. According to the police, a Syrian youth was slightly injured."
"Unbekannte haben am Morgen Feuer an einer geplanten Asylunterkunft gelegt. Offenbar hatte es nahe des Gebäudes eine Verpuffung gegeben. Verletzt wurde niemand, die Feuerwehr konnte den Brand schnell löschen. ""Wir gehen davon aus, dass jemand gezielt ein Feuer gelegt hat"", so ein Sprecher der Polizei. Die Feuerwehr fand auf einem brennenden Stapel Paletten auch Gasflaschen. Vermutlich planten der oder die Täter, eine Explosion herbeizuführen.","Unknown people set fire to a planned asylum accommodation in the morning. Apparently there had been a deflagration near the building. No one was injured and firefighters were able to quickly extinguish the fire. ""We assume that someone deliberately set a fire,"" said a police spokesman. The fire brigade also found gas bottles on a burning stack of pallets. Presumably the perpetrator or perpetrators planned to cause an explosion."
Unbekannte haben die Zufahrt zu einer geplanten Asylunterkunft mit einem Wall aus Erde und Baumstämmen blockiert. An dem zwei Meter hohen Wall war ein Transparent mit der Aufschrift „Nein zum Heim“ angebracht.,Unknowns have blocked the access to a planned asylum accommodation with a wall of earth and tree trunks. A banner reading “No to Home” was attached to the two meter high wall.
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen gefährlicher Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.","The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating dangerous bodily harm and classifies this incident as ""politically motivated crime - right-wing""."
"Der örtliche PEGIDA-Ableger demonstrierte mit etwa 450 Teilnehmenden auf dem Bahnhofsvorplatz. Im Vorfeld der Kundgebungen stellte die Polizei bei zwei Teilnehmern der Pegida-Demonstration Quarzhandschuhe, Einhandmesser, Tierabwehrspray und Schlagwerkzeuge sicher. Beide erwartet jetzt laut RP Online ein Ermittlungsverfahren.","The local PEGIDA offshoot demonstrated with around 450 participants on the station forecourt. In the run-up to the rallies, the police seized quartz gloves, one-hand knives, animal repellent spray and striking tools from two participants in the Pegida demonstration. According to RP Online, both are now awaiting investigation."
"Julian Fritsch, unter dem Namen Makss Damage als Rapper in der rechten Szene bekannt, soll Anfang Februar auf dem Gelände der Freiherr-vom-Stein-Realschule Schüler dazu aufgeordert haben, einer schwangeren Frau aus Srien in der Notunterkunft für Geflüchtete in der Hauptschule Nord in den Bauch treten oder sie zu schlagen. Zur Belohnung soll er den Schülern eine CD mit seiner Musik und ein T-Shirt mit seinem Konterfei versprochen haben. Zugleich aber, so Schulleiter Lutz Hamann, soll er den Jugendlichen gedroht haben. ""Sie wüssten ja, was mit Verrätern passiere"", so der Schulleiter.","Julian Fritsch, known as Makss Damage as a rapper in the right-wing scene, is said to have ordered students on the premises of the Freiherr-vom-Stein-Realschule at the beginning of February to give advice to a pregnant woman from Srien in the emergency accommodation for refugees in the Hauptschule Nord in kick her in the stomach or hit her. As a reward, he is said to have promised the students a CD with his music and a T-shirt with his likeness. At the same time, according to headmaster Lutz Hamann, he is said to have threatened the young people. ""You know what happens to traitors,"" said the headmaster."
Unbekannte haben einen Farbbeutel auf die Fassade einer geplanten Asylunterkunft geworfen. Es entstand Sachschaden in Höhe von etwa 200 Euro.,Unknown people threw a paint bag on the facade of a planned asylum accommodation. There was property damage of around 200 euros.
"Erneut kam es auf der LEGIDA-Demonstration zu gewalttätigen Übergriffen auf Gegendemonstrant_innen und Presse. Die Leipziger Internet Zeitung dokumentiert mehrere (versuchte) Übergriffe im Video. Die Polizei gibt an, ""die strafrechtliche Relevanz hinsichtlich aggressiven Auftretens gegenüber Journalisten"" zu prüfen.","Again, violent attacks on counter-demonstrators and the press occurred at the LEGIDA demonstration. The Leipziger Internet Zeitung documents several (attempted) assaults in the video. The police state that they are examining ""the criminal relevance of aggressive behavior towards journalists""."
"Im Stadtteil Pödinghausen haben Unbekannte Hakenkreuze, andere neonazistische Symbole sowie die Parole ""Flüchtlinge raus"" auf eine Fabrik gesprüht. Der Firmeninhaber erfuhr nach der Schmierattacke, dass Gerüchte die Runde gemacht hätten, wonach in den Räumen des Unternehmens Asylsuchende untergebracht werden sollten.","In the district of Pödinghausen, unknown persons sprayed swastikas, other neo-Nazi symbols and the slogan ""Refugees out"" on a factory. After the smear attack, the company owner learned that rumors had been circulating that asylum seekers were to be accommodated in the company's premises."
"Unbekannte haben am Wochenende eine ehemalige Schule, die als Unterkunft für Geflüchtete hergerichtet werden soll, mit einem Hakenkreuz und rassistischen Parolen beschmiert.","At the weekend, unknown persons smeared a former school, which is to be prepared as accommodation for refugees, with a swastika and racist slogans."
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.","The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating physical injury and classifies this incident as ""politically motivated crime - right-wing""."
"Unbekannte haben in einem Haus, das unter anderem von Asylsuchenden bewohnt wird, vermutlich Pfefferspray versprüht. Sechs Asylsuchende klagten über Atemwegsbeschwerden und wurden vorsorglich in die umliegenden Kliniken zur weiteren Untersuchung verbracht.","Unknown persons have probably sprayed pepper spray in a house that is occupied, among other things, by asylum seekers. Six asylum seekers complained of respiratory problems and were taken to the surrounding clinics for further examination as a precaution."
"In der Nacht forderten zwei angetrunkene Männer einen Fahrgast in der S-Bahn auf, seinen Fahrausweis vorzuzeigen. Als Grund gaben die beiden laut Polizei an, ""dass Flüchtlinge die S-Bahn ohne Fahrausweis nützen dürften und sie der Sache jetzt auf den Grund gehen wollen"". Bei dem angesprochenen Fahrgast handelt es sich laut Polizei um einen syrischen Staatsangehörigen. Der 22-Jährige verwehrte sich gegen die Kontrolle und wollte den Zug am S-Bahnhof Lichterfelde-Ost verlassen. Die Täter hinderten den jungen mann am Aussteigen und bedrängten ihn. Zwei Zeuginnen informierten sofort den Fahrer der S-Bahn. Dieser ließ den S-Bahnzug am Bahnhof stehen und wartete auf die Polizei. Bei der Festnahme griff einer der beiden Männer die Polizisten an, so dass diese ihr Pfefferspray einsetzten. Keiner der Beamten wurde verletzt.","During the night, two drunk men asked a passenger on the S-Bahn to show their ticket. According to the police, the reason given by the two was ""that refugees are allowed to use the S-Bahn without a ticket and they now want to get to the bottom of the matter"". According to the police, the passenger addressed is a Syrian national. The 22-year-old refused to be checked and wanted to leave the train at the Lichterfelde-Ost S-Bahn station. The perpetrators prevented the young man from getting out and harassed him. Two witnesses immediately informed the driver of the S-Bahn. He left the S-Bahn train at the station and waited for the police. During the arrest, one of the two men attacked the police officers, so that they used their pepper spray. None of the officers were injured."
"Laut Antwort des Berliner Senats auf eine Kleine Anfrage liegt folgender Sachverhalt vor, den die Ermittler dem Phänomenbereich der ""politisch motivierten Kriminalität - rechts"" (PMK-rechts) zuordnen: ""Unbekannte Täter schrieben am Tempelhofer Feld hinter den Hangars den Schriftzug ""Sniper Position"" (Heckenschützen-Position) mit einem Pfeil in Richtung des Hangars, in dem Flüchtlinge untergebracht sind.""","According to the response of the Berlin Senate to a small inquiry, the following facts exist, which the investigators assign to the phenomenon area of ​​""politically motivated crime - right"" (PMK-right): ""Unknown perpetrators wrote the words ""Sniper Position"" behind the hangars at Tempelhofer Feld (sniper position) with an arrow pointing towards the hangar housing refugees."""
"Unbekannte sind auf die Baustelle einer geplanten Asylunterkunft eingedrungen. Der oder die Täter verschütteten Zementsäcke, stießen eine Toilette um und warfen Baumaterialien einen Abhang hinunter.","Unknowns have entered the construction site of a planned asylum accommodation. The perpetrator or perpetrators spilled bags of cement, knocked over a toilet and threw building materials down a slope."
"Unbekannte haben einen ""Rauchtopf"", einen frei erhältlichen Feuerwerkskörper, gegen die Fassade einer Asylunterkunft geworfen. Ein Zeuge beobachtete zwei flüchtige Tatverdächtige.","Unknown people threw a ""smoke pot"", a freely available firecracker, against the facade of an asylum center. A witness observed two fugitive suspects."
"Eine Gruppe hat versucht, einen selbst gebauten Sprengsatz vor der Fassade einer zukünftigen Asylunterkunft im Stadtteil Meusdorf zu zünden. Der Bausatz aus Spraydosen, Grillanzünder und Papier verursachte laut Polizei allerdings keinen Schaden.","A group tried to detonate a self-made explosive device in front of the facade of a future asylum accommodation in the Meusdorf district. According to the police, however, the kit consisting of spray cans, grill lighters and paper did not cause any damage."
In der Nacht zum Samstag drang ein Unbekannter im Stadtteil Holzhausen in eine Asylunterkunft ein. Der Täter verteilte ein Kraftstoffgemisch auf mehreren Etagen und versuchte dies anzuzünden. Das Feuer erlosch jedoch nach Polizeiangaben bereits auf der Fußmatte im Eingangsbereich.,"On Saturday night, an unknown person broke into an asylum accommodation in the Holzhausen district. The perpetrator distributed a fuel mixture on several floors and tried to ignite it. However, according to the police, the fire already went out on the doormat in the entrance area."
"Unbekannt schoben in der Nacht zum Samstag mehrere Müllcontainer vor einer Asylunterkunft zusammen und steckten diese in Brand. Für die Bewohner der Einrichtung, unbegleitete minderjährige Geflüchtete, bestand den Ermittlern zufolge keine Gefahr. Eine Polizeistreife hatte das Feuer vor der Jugendherberge bemerkt.","Unknown people pushed several garbage containers together in front of an asylum accommodation on Saturday night and set them on fire. According to the investigators, there was no danger for the residents of the facility, unaccompanied minor refugees. A police patrol noticed the fire in front of the youth hostel."
"Am Rande einer Demonstration der Partei ""Die Rechte"" umringte eine Gruppe mutmaßlicher Demonstrationsteilnehmer zwei Asylsuchende und schlug den beiden Männern ins Gesicht.","On the fringes of a demonstration by the ""Dierechte"" party, a group of suspected demonstrators surrounded two asylum seekers and slapped the two men in the face."
"Ein Unbekannter hat einen jugendlichen Asylsuchenden mit Steinen beworfen. Der Angreifer befand sich laut Polizei an einem Bahnsteig nahe des Wohnhauses einer geflüchteten Familie. Als der Jugendliche den Müll aus dem Haus brachte, sei der Angreifer ins Gleisbett gesprungen und habe den jungen Mann mit Schottersteinen beworfen. Dieser flüchtete sich zurück ins Haus. Vermutlich von einem Stein getroffen, zersplitterte ein Glas in der Wohnungstür. Ein Nachbar alamierte die Polizei, die den flüchtigen Täter jedoch nicht stellen konnte.","A stranger threw stones at a young asylum seeker. According to the police, the attacker was on a platform near the home of a refugee family. When the teenager was taking the garbage out of the house, the attacker jumped onto the track bed and threw gravel at the young man. He fled back into the house. Presumably hit by a stone, a glass shattered in the apartment door. A neighbor alerted the police, who could not find the fugitive."
"Ein Unbekannter attackierte am Bahnhof einen 18-jährigen Geflüchteten. Der Angegriffene wartete gerade auf einen Bus, als der Angreifer ihn heftig beleidigte. Als der 18-Jährige auf die Beleidigungen nicht reagierte, trat der Unbekannte gegen dessen Schienbein. Anschließend zückte der Angreifer ein Klappmesser und drohte, den Geflüchteten damit zu verletzen. Ein Passant schritt ein und der Angegriffene konnte sich unverletzt in einen Bus retten.","An unknown attacked an 18-year-old refugee at the train station. The attacked man was waiting for a bus when the attacker insulted him violently. When the 18-year-old did not respond to the insults, the stranger kicked his shin. The attacker then pulled out a jackknife and threatened to injure the fugitive with it. A passer-by stepped in and the attacked man was able to save himself unharmed in a bus."
"Zwei betrunkene Männer attackierten am Abend einen Asylsuchenden und zwei Frauen, die sich gemeinsam mit dem Mann an einer Straßenbahnhaltestelle aufhielten. Die Angreifer beleidigten den Geflüchteten und versuchten mehrfach, ihn zu treten.","In the evening, two drunk men attacked an asylum seeker and two women who were with the man at a tram stop. The attackers insulted the fugitive and tried to kick him several times."
"An einer Demonstration des Thügida-Ablegers ""Wir lieben Schmölln"" beteiligten sich laut Polizei etwa 450 Personen. Die Polizei erstattete sieben Anzeigen und vier Platzverweise gegen Teilnehmer der Thügida-Versammlung, dabei ging es um Verstoß gegen das Waffengesetz und das Versammlungsgesetz.","According to the police, around 450 people took part in a demonstration by the Thügida offshoot ""We love Schmölln"". The police filed seven reports and four evictions against participants in the Thügida meeting, which involved violating the Weapons Act and the Meetings Act."
Ein 17-jähriger Asylsuchender wurde in einem Supermarkt von einem Unbekannten beleidigt und ins Gesicht geschlagen.,A 17-year-old asylum seeker was insulted and slapped in the face by a stranger in a supermarket.
Drei maskierte Unbekannte haben am Samstagabend gegen 22.30 Uhr Steine auf Fenster einer Asylbewerberunterkunft auf der Straßburger Straße geworfen. Dabei wurden mehrere Scheiben beschädigt. Verletzt wurde niemand.,Three masked strangers threw stones at the window of an asylum seeker's accommodation on Straßburger Straße around 10:30 p.m. on Saturday evening. Several panes were damaged. Nobody got hurt.
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Verbreiten von Propagandamitteln verfassungswidriger Organisationen ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.","The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating the dissemination of propaganda by unconstitutional organizations and classifies this incident as ""politically motivated crime - right-wing""."
"Zwei Männer fuhren laut Polizei vor einer Asylunterkunft vor, einer stieg mit einem Messer bewaffnet aus, wurde aber von einem Sicherheitsdienst gestoppt, der die Tür geschlossen hielt. Der 44-Jährige warf ein Fahrrad gegen ein abgestelltes Auto. Wie die Polizei bekannt gegeben hat, handelt es sich bei dem Angreifer um ""einen Neu-Ulmer mit osteuropäischem Migrationshintergrund"", der bei seiner Festnahme einen Polizisten verletzte. Gegen ihn wird jetzt unter anderem wegen Bedrohung, Sachbeschädigung, Körperverletzung und Widerstand gegen Vollstreckungsbeamte ermittelt.","According to the police, two men drove up to an asylum accommodation, one got out armed with a knife, but was stopped by a security service, who kept the door closed. The 44-year-old threw a bicycle against a parked car. As the police have announced, the attacker is ""a man from Neu-Ulm with an Eastern European migration background"" who injured a police officer when he was arrested. He is now being investigated for threats, property damage, bodily harm and resistance to law enforcement officials, among other things."
In Rostock-Lichtenhagen demonstrierten Neonazis gegen eine geplante Unterkunft. Der Protest wurde nicht angemeldet und über Facebook beworben. Dem Aufruf folgten jedoch nur etwa 20 Personen. Ein 45-Jähriger griff Journalisten mit einer Bierflasche an.,"In Rostock-Lichtenhagen, neo-Nazis demonstrated against a planned accommodation. The protest was not registered and advertised via Facebook. However, only about 20 people followed the call. A 45-year-old attacked journalists with a beer bottle."
"In der Nacht zum Samstag haben mehrere Personen, eine davon mit einem Baseballschläger bewaffnet, die Bewohner einer Flüchtlingsunterkunft bedroht.","On Saturday night, several people, one armed with a baseball bat, threatened the residents of a refugee shelter."
"Unbekannte legten laut Polizei über Nacht einen Zettel mit ""verunglimpfenden, in englischer Sprache verfasstem, Inhalt"" vor eine Asylunterkunft.","According to the police, strangers put a note with ""denigrating content written in English"" in front of an asylum accommodation overnight."
"Zwei Unbekannte drangen in der Nacht auf das Gelände einer Asylunterkunft ein und riefen laut Polizei ""möglicherweise verfassungsfeindliche Parolen"".","Two strangers broke into the grounds of an asylum center during the night and, according to the police, shouted ""possibly anti-constitutional slogans""."
Unbekannte warfen Steine auf eine Asylunterkunft im Stadtteil Bahren.,Unknown people threw stones at an asylum shelter in the Bahren district.
"Am Abend zogen zwei Männer laut Polizei ""laut lärmend"" vor eine Asylunterkunft. Als sie am Fenster einen Bewohner sahen, warfen sie mit einer Bierflasche nach ihm. Die Scheibe splitterte, der Mann blieb jedoch unverletzt. Anschließend schlugen die Täter mit Stangen auf mehrere Fahrräder ein, die vor dem Haus abgestellt worden waren. Die Polizei konnte die beiden Männer in der Nähe des Tatorts stellen. Sie hätten keine Angaben zu ihrem Motiv gemacht, ""nahmen in ihren ersten polizeilichen Vernehmungen jedoch immer wieder Bezug auf die angebliche Vergewaltigung einer 13-Jährigen in Berlin (die nie stattgefunden hat) und machten deutlich, dass sie auf Asylbewerber wütend waren.""","In the evening, according to the police, two men moved ""loudly noisily"" in front of an asylum accommodation. When they saw a resident at the window, they threw a beer bottle at him. The window shattered, but the man was unharmed. The perpetrators then hit several bicycles that had been parked in front of the house with poles. The police were able to place the two men near the scene of the crime. They did not provide any information about their motive, ""however, in their first police interrogations, they repeatedly referred to the alleged rape of a 13-year-old in Berlin (which never happened) and made it clear that they were angry at asylum seekers."""
Vier bis fünf junge Männer griffen zwei Asylsuchende an und verletzten sie. Die Angreifer flüchteten unerkannt.,Four to five young men attacked and injured two asylum seekers. The attackers fled undetected.
Ein unbekannter Beifahrer hat laut Zeugenaussage aus einem vorbeifahrenden Auto heraus vor einer Asylunterkunft mit einer Schreckschusswaffe in die Luft geschossen. Die Polizei stellte auf der Fahrbahn vier Patronenhülsen sicher.,"According to witnesses, an unknown passenger shot the air from a passing car in front of an asylum center with a stun gun. The police seized four shell casings on the road."
"Unbekannte haben eine Fensterscheibe im Flur einer Asylunterkunft zerstört. Die Polizei vermutet, dass der Täter mit einer Luftdruckwaffe auf die Scheibe schoss. Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die Polizei den Fall jedoch nicht dem Phänomenbereich der ""politisch motivierten Kriminalität - rechts"" (PMK-rechts) zuordnet.","Unknown persons smashed a window pane in the corridor of an asylum accommodation. The police suspect that the perpetrator shot the window with an airgun. The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the police did not classify the case as ""politically motivated crime - right"" (PMK-rechts)."
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen schwerer Brandstiftung ermittelt, diesen Fall jedoch nicht dem Phänomenbereich der ""politisch motivierten Kriminalität - rechts"" (PMK-rechts) zuordnet.","The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating serious arson, but does not classify this case as ""politically motivated crime - right-wing"" (PMK-right)."
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Fälschung beweiserheblicher Daten ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.","The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating the falsification of evidence-relevant data and classifies this incident as ""politically motivated crime - right-wing""."
Ein 31-jähriger Asylsuchender wurde am Nachmittag aus einem vorbeifahrenden Auto rassistisch beleidigt. Derselbe Mann habe ihn bereits einige Zeit zuvor rassistisch beleidigt.,A 31-year-old asylum seeker was racially insulted from a passing car in the afternoon. The same man had racially insulted him some time before.
"Etwa 15 Jugendliche haben zwei 19 und 22 Jahre alte Asylsuchende attackiert. Beide wurden verletzt, einer durch Schläge ins Gesicht, der andere bekam eine Bierflasche an den Kopf. Danach kam es vor der Unterkunft für Geflüchtete zu weiteren Auseinandersetzungen zwischen weiteren Asylsuchenden und den jugendlichen Angreifern. Die Polizei konnte die Situation klären. Sie nahm einen der Angreifer vorübergehnd fest und ermittelt nun wegen Landfriedensbruchs und gefährlicher Körperverletzung.","About 15 young people attacked two 19 and 22 year old asylum seekers. Both were injured, one with a beating in the face and the other with a beer bottle on the head. Then there were further clashes between other asylum seekers and the young attackers in front of the accommodation for refugees. The police were able to clarify the situation. She temporarily arrested one of the attackers and is now investigating for breach of the peace and dangerous bodily harm."
"Am Nachmittag waren drei minderjährige Asylsuchende zusammen mit zwei Betreuern in der Stadt unterwegs. Dort wurden sie von drei Männern im Alter zwischen 20 und 40 Jahren angegriffen. Zwei der Asylsuchenden sowie einer der Betreuer wurden durch Faustschläge und Tritte mit dem Knie in die Bauchgegend verletzt. Die drei Tatverdächtigen stellten sich später der Polizei und gaben an, von den Asylsuchenden provoziert worden zu sein. Die Betreuer und weitere Zeugen sagten jedoch gegenüber der Polizei aus, dass die Männer ""sofort handgreiflich"" geworden seien und die Jugendlichen unvermermittelt körperlich angegriffen hätten. Die Polizei ermittelt gegen die drei Angreifer wegen gefährlicher Körperverletzung.","In the afternoon, three underage asylum seekers were out and about in the city with two carers. There they were attacked by three men between the ages of 20 and 40. Two of the asylum seekers and one of the supervisors were injured by punches and knee kicks in the stomach area. The three suspects later turned themselves in to the police and said they had been provoked by the asylum seekers. However, the supervisors and other witnesses told the police that the men ""immediately became violent"" and suddenly physically attacked the young people. The police are investigating the three attackers for dangerous bodily harm."
"Bei einer Demonstration der AfD unter dem Motto ""Demo gegen Politikversagen! Asylchaos beenden! Grenzen sichern!"" wurden Journalisten aus der Menge heraus mit Pfefferspray angegriffen. Zunächst traf es einen Kameramann des ZDF, anschließend einen Sicherheitsmann und einen Techniker des MDR-Filmteams. Alle drei Opfer wurden medizinisch versorgt. Ein mutmaßlicher Täter wurde vorübergehend festgenommen. Der 19-Jährige soll für beide Angriffe verantwortlich sein. Ihn erwartet eine Strafanzeige wegen Körperverletzung.","At a demonstration of the AfD under the motto ""Demonstration against political failure! End asylum chaos! Secure borders!"" journalists were attacked from within the crowd with pepper spray. First it hit a ZDF cameraman, then a security man and a technician from the MDR film team. All three victims received medical attention. A suspected perpetrator was temporarily arrested. The 19-year-old is said to be responsible for both attacks. He faces a criminal charge of assault."
