address,address_formatted,latitude,longitude
"Wurmlingen, Baden-Württemberg","78573 Wurmlingen, Germany",48.00338060000001,8.7765863
"Krautheim, Baden-Württemberg","74238 Krautheim, Germany",49.3826557,9.6343905
"Lübbecke, Nordrhein-Westfalen","32312 Lübbecke, Germany",52.3097404,8.6223098
"Rudersberg, Baden-Württemberg","73635 Rudersberg, Germany",48.88474979999999,9.5303744
"Loxstedt, Niedersachsen","27612 Loxstedt, Germany",53.4724634,8.647307999999999
"Großräschen, Brandenburg","Großräschen, Germany",51.5907452,14.0085563
"Neustadt am Rübenberge, Niedersachsen","31535 Neustadt am Rübenberge, Germany",52.5035855,9.4518304
"Sielenbach, Bayern","86577 Sielenbach, Germany",48.4027167,11.1654651
"Sonneberg, Thüringen","Sonneberg, Germany",50.3601821,11.1709899
"Schönebeck, Sachsen-Anhalt","Schönebeck, Germany",52.0091435,11.7470481
"Bodenwöhr, Bayern","Bodenwöhr, Germany",49.2713068,12.3064346
"Ebersbach, Sachsen","Ebersbach, Germany",51.0040105,14.5905347
"Eltmann, Bayern","Eltmann, Germany",49.9673521,10.6635056
"Möllenhagen, Mecklenburg-Vorpommern","Möllenhagen, Germany",53.5210303,12.9201958
"Königs-Wusterhausen, Brandenburg","Königs Wusterhausen, Germany",52.2958906,13.6228382
"Berlin-Adlershof, Berlin","Adlershof, Berlin, Germany",52.434879,13.5421149
"Lehnin, Brandenburg","Lehnin, 14797 Kloster Lehnin, Germany",52.3082956,12.7444476
"Haar, Bayern","85540 Haar, Germany",48.1103758,11.7321151
"Neustadt, Thüringen","Neustadt am Rennsteig, Großbreitenbach, Germany",50.5830231,10.9336362
"Clenze, Niedersachsen","29459 Clenze, Germany",52.9357195,10.954878
"Gifhorn, Schleswig-Holstein","38518 Gifhorn, Germany",52.4809091,10.5507829
"Leubnitz, Dresden, Sachsen","Leubnitz-Neuostra, Dresden, Germany",51.01402299999999,13.7698131
"Marne, Schleswig-Holstein","25709 Marne, Germany",53.9527645,9.0106605
"Tettnang, Baden-Württemberg","88069 Tettnang, Germany",47.6681722,9.5916036
"Kißlegg, Baden-Württemberg","88353 Kißlegg, Germany",47.789715,9.885795199999999
"Freising, Bayern","Freising, Germany",48.401454,11.7413524
"Trittau, Schleswig-Holstein","22946 Trittau, Germany",53.61115119999999,10.4028748
"Stade, Niedersachsen","Stade, Germany",53.59286179999999,9.4709494
"Röttenbach, Bayern","Röttenbach, Germany",49.668294,10.9244766
"Rabenau, Hessen","35466 Rabenau, Germany",50.6747105,8.8658161
"Adlershof, Berlin, Berlin","Adlershof, Berlin, Germany",52.434879,13.5421149
"Jena, Thüringen","Jena, Germany",50.927054,11.5892372
"Trassenheide, Mecklenburg-Vorpommern","Trassenheide, Germany",54.0857873,13.8647219
"Neustadt an der Waldnaab, Bayern","Neustadt an der Waldnaab, Germany",49.7320956,12.1781271
"Schwindegg, Bayern","84419 Schwindegg, Germany",48.27171070000001,12.2587988
"Diepholz, Niedersachsen","49356 Diepholz, Germany",52.6056456,8.3707878
"Blasewitz, Dresden, Sachsen","Blasewitz, Dresden, Germany",51.042873,13.7953974
"Buchholz (Nordheide), Niedersachsen","21244 Buchholz in der Nordheide, Germany",53.3176971,9.8694845
"Bad Lauchstädt, Sachsen-Anhalt","06246 Bad Lauchstädt, Germany",51.3873453,11.8671497
"Rottenburg am Neckar, Baden-Württemberg","Rottenburg, Germany",48.4791318,8.9409486
"Lübeck , Schleswig-Holstein","Lübeck, Germany",53.8654673,10.6865593
"Winnigstedt, Niedersachsen","38170 Winnigstedt, Germany",52.06526350000001,10.7771189
"Semlow, Mecklenburg-Vorpommern","Semlow, Germany",54.1821776,12.656816
"Hildburghausen, Thüringen","98646 Hildburghausen, Germany",50.4263293,10.7312097
"Tännesberg, Bayern","92723 Tännesberg, Germany",49.53159900000001,12.3262946
"Söhlde, Niedersachsen","Söhlde, Germany",52.1890405,10.2322446
"Leinefeld-Worbis, Thüringen","Leinefelde-Worbis, Germany",51.4071434,10.3305838
"Marburg, Hessen","Marburg, Germany",50.8018843,8.7657677
"Wirdum, Niedersachsen","26529 Wirdum, Germany",53.4765487,7.205809599999999
"Ellhofen, Baden-Württemberg","Ellhofen, Germany",49.1459677,9.3206802
"Lindenau, Leipzig, Sachsen","Lindenau, Leipzig, Germany",51.33264029999999,12.3296974
"Dorfen, Bayern","84405 Dorfen, Germany",48.27368020000001,12.1537928
"Baden Baden, Baden-Württemberg","Baden-Baden, Germany",48.76564,8.228524199999999
"Fürth, Hessen","Fürth, Germany",49.6499876,8.7828476
"Greifswald, Mecklenburg-Vorpommern","Greifswald, Germany",54.08654629999999,13.3923414
"Schlüchtern, Hessen","36381 Schlüchtern, Germany",50.3493544,9.5255493
"Siedenburg, Niedersachsen","27254 Siedenburg, Germany",52.6911043,8.9421132
"Neustadt, Bayern","91413 Neustadt an der Aisch, Germany",49.5795445,10.6139437
"Untersteinbach, Bayern","Untersteinbach, 91154 Roth, Germany",49.2098319,11.0790123
"Wolfenbüttel, Niedersachsen","Wolfenbüttel, Germany",52.160443,10.5342445
"Lichtenfels/Weismain, Bayern","96260 Weismain, Germany",50.08637599999999,11.242007
"Spantekow, Mecklenburg-Vorpommern","Spantekow, Germany",53.7790253,13.5167314
"Pirmasens , Rheinland-Pfalz","Pirmasens, Germany",49.20155500000001,7.600216100000001
"Kempen, Nordrhein-Westfalen","47906 Kempen, Germany",51.36499420000001,6.4205309
"Dransfeld, Niedersachsen","37127 Dransfeld, Germany",51.49960400000001,9.7619083
"Bogen, Bayern","Bogen, Germany",48.9094138,12.6922998
"Bodenmais, Bayern","94249 Bodenmais, Germany",49.0701803,13.1020292
"Wernberg-Köblitz, Bayern","92533 Wernberg-Köblitz, Germany",49.5329242,12.1530813
"Espelkamp, Nordrhein-Westfalen","32339 Espelkamp, Germany",52.3814709,8.620970699999999
"Bentzin, Mecklenburg-Vorpommern","Bentzin, Germany",53.94650069999999,13.2748543
"Müllrose, Brandenburg","Müllrose, Germany",52.2459307,14.4169522
"Baruth, Brandenburg","Baruth/Mark, Germany",52.033478,13.5042115
"Sülfeld, Schleswig-Holstein","Sülfeld, Germany",53.8004208,10.2293724
"Neuenbürg, Baden-Württemberg","75305 Neuenbürg, Germany",48.8465473,8.5885482
"Altefähr, Mecklenburg-Vorpommern","18573 Altefähr, Germany",54.3307403,13.1264541
"Lage, Nordrhein-Westfalen","32791 Lage, Germany",51.9906003,8.789587299999999
"Pinneberg, Schleswig-Holstein","25421 Pinneberg, Germany",53.6545225,9.7938212
"Kevelaer, Nordrhein-Westfalen","Kevelaer, Germany",51.581349,6.245757999999999
"Thale (Harz), Sachsen-Anhalt","Thale, Germany",51.7474415,11.0413686
"Berlin-Falkenberg, Berlin","Falkenberg, Berlin, Germany",52.578193,13.5476805
"Breitenbrunn/Erzgebirge, Sachsen","Breitenbrunn, Germany",50.4765374,12.7603045
"Gingst, Mecklenburg-Vorpommern","18569 Gingst, Germany",54.4567741,13.2562103
"Pleidelsheim, Baden-Württemberg","Pleidelsheim, Germany",48.9582103,9.202379299999999
"Bad Gottleuba, Sachsen","Bad Gottleuba, 01816 Bad Gottleuba-Berggießhübel, Germany",50.845956,13.9442241
"Plöwen, Mecklenburg-Vorpommern","17321 Plöwen, Germany",53.4635995,14.2636497
"Hartha, Sachsen","Hartha, Germany",51.0963335,12.9725862
"Frauendorf, Brandenburg","Frauendorf, Germany",51.4191884,13.7691522
"Weida, Thüringen","07570 Weida, Germany",50.7753192,12.0560529
"Neulingen, Baden-Württemberg","Neulingen, Germany",48.9678024,8.725007399999999
"Vorra, Bayern","91247 Vorra, Germany",49.5575603,11.4906607
"Doberlug-Kirchheim, Brandenburg","Doberlug-Kirchhain, Germany",51.6471716,13.4956659
"Wellheim, Bayern","91809 Wellheim, Germany",48.81765739999999,11.083487
"Schönberg, Schleswig-Holstein","24217 Schönberg, Germany",54.3947047,10.3721441
"Pankow, Berlin","Pankow, Berlin, Germany",52.5928787,13.4317001
"Friedrichsthal, Saarland","66299 Friedrichsthal, Germany",49.32702,7.0946606
"Hasselfelde, Sachsen-Anhalt","Hasselfelde, Germany",51.69179829999999,10.8550817
"Rodewisch, Sachsen","Rodewisch, Germany",50.53087300000001,12.4048621
"Ehringshausen, Hessen","35630 Ehringshausen, Germany",50.6020129,8.381268
"Verden (Aller), Niedersachsen","27283 Verden, Germany",52.924648,9.2280756
"Bad Oeynhausen, Nordrhein-Westfalen","Bad Oeynhausen, Germany",52.2084623,8.8009706
"Barth, Mecklenburg-Vorpommern","Barth, Germany",54.3688034,12.7252485
"Bonn , Nordrhein-Westfalen","Bonn, Germany",50.73743,7.0982068
"Schirnding, Bayern","Schirnding, Germany",50.0780951,12.228463
"Kleve, Nordrhein-Westfalen","47533 Kleve, Germany",51.78672599999999,6.12954
"Teisnach, Bayern","94244 Teisnach, Germany",49.0364551,12.9950274
"Lahr (Schwarzwald), Baden-Württemberg","77933 Lahr, Germany",48.33915,7.8781487
"Loitzendorf, Bayern","94359 Loitzendorf, Germany",49.08520679999999,12.654512
"Lauchhammer, Brandenburg","01979 Lauchhammer, Germany",51.4977789,13.7730322
"Weisendorf, Bayern","Weisendorf, Germany",49.6226327,10.8267817
"Schäbisch Hall, Baden-Württemberg","74523 Schwäbisch Hall, Germany",49.1124645,9.7372649
"Willmars, Bayern","97647 Willmars, Germany",50.5010161,10.2421495
"Söhlde , Niedersachsen","Söhlde, Germany",52.1890405,10.2322446
"Lennestadt, Nordrhein-Westfalen","57368 Lennestadt, Germany",51.1037833,8.0733266
"Straubing, Bayern","94315 Straubing, Germany",48.8777333,12.5801538
"Wedel, Schleswig-Holstein","Wedel, Germany",53.58238129999999,9.7137465
"Hünfeld, Hessen","36088 Hünfeld, Germany",50.6726672,9.769045499999999
"Barnstorf, Niedersachsen","49406 Barnstorf, Germany",52.7064102,8.4976082
"Itzehoe, Schleswig-Holstein","Itzehoe, Germany",53.9317752,9.5051475
"Leer (Ostfriesland), Niedersachsen","26789 Leer, Germany",53.235657,7.4679018
"Mömbris, Bayern","Mömbris, Germany",50.068571,9.1570748
"Berlin-Köpenick, Berlin","Köpenick, Berlin, Germany",52.44260689999999,13.5822741
"Abtsgemünd, Baden-Württemberg","73453 Abtsgmünd, Germany",48.8910782,10.001692
"Vlotho, Nordrhein-Westfalen","32602 Vlotho, Germany",52.1605973,8.8560945
"Aalen, Baden-Württemberg","Aalen, Germany",48.8366887,10.0971163
"Beelen, Nordrhein-Westfalen","48361 Beelen, Germany",51.9296777,8.1130748
"Senden, Nordrhein-Westfalen","48308 Senden, Germany",51.8587626,7.482635699999999
"Neu-Olvenstedt, Magdeburg, Sachsen-Anhalt","Neu Olvenstedt, Magdeburg, Germany",52.1512599,11.5887943
"Tiefenort, Thüringen","Tiefenort, Bad Salzungen, Germany",50.84013729999999,10.1654235
"Speyer , Rheinland-Pfalz","67346 Speyer, Germany",49.3172765,8.441217199999999
"Lauf, Bayern","91207 Lauf an der Pegnitz, Germany",49.5110483,11.2780245
"Salzwedel , Sachsen-Anhalt","29410 Salzwedel, Germany",52.84965039999999,11.1514876
"Burscheid, Nordrhein-Westfalen","51399 Burscheid, Germany",51.085636,7.110593199999999
"Schöndorf, Brandenburg","Brandenburg, Germany",52.4125287,12.5316444
"Lauenau, Niedersachsen","31867 Lauenau, Germany",52.2748223,9.3691018
"Muggensturm, Baden-Württemberg","Muggensturm, Germany",48.8696412,8.2767765
"Pößneck, Thüringen","07381 Pößneck, Germany",50.6968663,11.5968389
"Schneverdingen, Niedersachsen","29640 Schneverdingen, Germany",53.1162319,9.792343599999999
"Prien am Chiemsee, Bayern","83209 Prien am Chiemsee, Germany",47.8561815,12.3490983
"Oschersleben/Bode, Sachsen-Anhalt","Oschersleben, Germany",52.0271323,11.22858
"Malente, Schleswig-Holstein","23714 Malente, Germany",54.1736324,10.5589233
"Langelsheim, Niedersachsen","38685 Langelsheim, Germany",51.9353018,10.3325966
"Dresden-Klotzsche, Sachsen","Klotzsche, Dresden, Germany",51.1154638,13.7464999
"Herbetingen, Baden-Württemberg","88518 Herbertingen, Germany",48.0613999,9.4296685
"Großschweidnitz, Sachsen","02708 Großschweidnitz, Germany",51.0743644,14.6472697
"Hilden, Nordrhein-Westfalen","Hilden, Germany",51.16785669999999,6.9352253
"Westoverledingen, Niedersachsen","Westoverledingen, Germany",53.1539867,7.442007500000001
"Eberswalde, Brandenburg","Eberswalde, Germany",52.83713299999999,13.7875871
"Löbtau, Dresden, Sachsen","Löbtau, Dresden, Germany",51.0422862,13.7001358
"Zschillichau, Sachsen","Zschillichau, 02694 Großdubrau, Germany",51.2518687,14.4880733
"Puchheim, Bayern","Puchheim, Germany",48.16322570000001,11.3421615
"Villigst, Nordrhein-Westfalen","Villigst, 58239 Schwerte, Germany",51.43298679999999,7.5946488
"Blaufelden, Baden-Württemberg","74572 Blaufelden, Germany",49.2981288,9.970427599999999
"Alpen, Nordrhein-Westfalen","46519 Alpen, Germany",51.5755955,6.5120144
"Büdingen, Hessen","63654 Büdingen, Germany",50.2862963,9.111383799999999
"Hohen Neuendorf bei Berlin, Brandenburg","Hohen Neuendorf, Germany",52.6720645,13.2786739
"Bed Belzig, Brandenburg","14806 Bad Belzig, Germany",52.14272649999999,12.5951797
"Halver, Nordrhein-Westfalen","58553 Halver, Germany",51.1886251,7.499215
"Gemünden am Main, Bayern","97737 Gemünden am Main, Germany",50.0494605,9.7059316
"Lüdenscheid, Nordrhein-Westfalen","Lüdenscheid, Germany",51.2191038,7.631259999999999
"Hockenheim, Baden-Württemberg","Hockenheim, Germany",49.31955199999999,8.5498581
"Schwalbach, Saarland","66773 Schwalbach, Germany",49.3056059,6.821890799999999
"Baunatal, Hessen","34225 Baunatal, Germany",51.2537283,9.4146
"Lokstedt, Hamburg, Hamburg","Lokstedt, Hamburg, Germany",53.5991339,9.9585294
"Bad Oldesloe, Schleswig-Holstein","23843 Bad Oldesloe, Germany",53.8076269,10.3822557
"Zeiskam, Rheinland-Pfalz","Zeiskam, Germany",49.23335429999999,8.2504751
"Bendorf, Rheinland-Pfalz","56170 Bendorf, Germany",50.4267625,7.571062799999999
"Bad Wildungen, Hessen","34537 Bad Wildungen, Germany",51.1178991,9.1219134
"Oer-Erkenschwick, Nordrhein-Westfalen","45739 Oer-Erkenschwick, Germany",51.6429599,7.2594914
"Kempten, Bayern","Kempten, Germany",47.7285699,10.3157835
"Hamburg , Hamburg","Hamburg, Germany",53.5510846,9.9936818
"Rheine , Nordrhein-Westfalen","Rheine, Germany",52.2815691,7.443409200000001
"Fürstenwalde an der Spree, Brandenburg","15517 Fürstenwalde, Germany",52.3680179,14.0594725
"Flensburg, Schleswig-Holstein","Flensburg, Germany",54.7937431,9.4469964
"Dossenheim, Baden-Württemberg","Dossenheim, Germany",49.4483389,8.673254
"Schildow, Brandenburg","Schildow, 16552 Mühlenbecker Land, Germany",52.64225649999999,13.3697036
"Dorsten, Nordrhein-Westfalen","Dorsten, Germany",51.6559681,6.964260599999999
"Morsbach, Nordrhein-Westfalen","51597 Morsbach, Germany",50.8665594,7.7267267
"Sonnewalde, Brandenburg","03249 Sonnewalde, Germany",51.6889023,13.6469677
"Jork, Niedersachsen","Jork, Germany",53.53219319999999,9.6838518
"Edingen-Neckarhausen, Baden-Württemberg","Edingen-Neckarhausen, Germany",49.4452916,8.609355899999999
"Frankental in der Pfalz, Rheinland-Pfalz","Frankenthal (Pfalz), 67227 Frankenthal, Germany",49.53770720000001,8.3560768
"Geising, Sachsen","Geising, Altenberg, Germany",50.7569369,13.7922939
"Bad Bevensen, Niedersachsen","29549 Bad Bevensen, Germany",53.0789507,10.5784051
"Gräfenroda, Thüringen","Gräfenroda, 99330 Geratal, Germany",50.74791339999999,10.8108145
"Weimar, Thüringen","Weimar, Germany",50.9794934,11.3235439
"Frankfurt (Main), Hessen","Frankfurt, Germany",50.1109221,8.6821267
"Dachsbach, Bayern","91462 Dachsbach, Germany",49.6380578,10.7078935
"Bad Sulza, Thüringen","Bad Sulza, Germany",51.087991,11.6285628
"Saarburg, Rheinland-Pfalz","Saarburg, Germany",49.60580479999999,6.556151
"Bad Hönningen, Rheinland-Pfalz","Bad Hönningen, Germany",50.5175662,7.3085333
"Rosenheim, Bayern","Rosenheim, Germany",47.8571272,12.1181047
"Rösrath, Nordrhein-Westfalen","51503 Rösrath, Germany",50.9044746,7.183495099999999
"Friedland, Niedersachsen","37133 Friedland, Germany",51.42109800000001,9.9121688
"Wismar, Mecklenburg-Vorpommern","Wismar, Germany",53.8879706,11.4621371
"Übach-Palenberg, Nordrhein-Westfalen","Übach, 52531 Übach-Palenberg, Germany",50.92577856839478,6.105834530094508
"Stadtilm, Thüringen","99326 Stadtilm, Germany",50.7753052,11.0809079
"Nikolassee, Berlin, Berlin","Nikolassee, Berlin, Germany",52.4340941,13.201018
"Marksuhl, Thüringen","Marksuhl, Germany",50.91287819999999,10.2044812
"Bockau, Sachsen","Bockau, Germany",50.54224610000001,12.6856926
"Konstanz, Baden-Württemberg","Konstanz, Germany",47.6779808,9.1736741
"Walldorf, Baden-Württemberg","Walldorf, Germany",49.3063689,8.6427693
"Fürstenfeldbruck , Bayern","82256 Fürstenfeldbruck, Germany",48.1739373,11.2430079
"Oberasbach, Bayern","Oberasbach, Germany",49.4324695,10.9712927
"Heidenau, Sachsen","Heidenau, Germany",50.9758426,13.8661223
"Trent, Mecklenburg-Vorpommern","Trent, Germany",54.5208938,13.2551337
"Aschersleben, Sachsen-Anhalt","Aschersleben, Germany",51.7591297,11.4619062
"Kempten im Allgäu, Bayern","Kempten, Germany",47.7285699,10.3157835
"Wittmund, Niedersachsen","26409 Wittmund, Germany",53.5783573,7.779684899999999
"Höringen, Rheinland-Pfalz","Höringen, Germany",49.55590240000001,7.7961307
"Artern an der Unstrut, Thüringen","06556 Artern, Germany",51.3673649,11.2954854
"Bad Teinach-Zavelstein, Baden-Württemberg","75385 Bad Teinach-Zavelstein, Germany",48.6941023,8.6887972
"Schwabmünchen, Bayern","86830 Schwabmünchen, Germany",48.1800343,10.7557069
"Köln , Nordrhein-Westfalen","Cologne, Germany",50.937531,6.9602786
"Ellefeld, Sachsen","Ellefeld, Germany",50.4853657,12.3860935
"Regensburg, Baden-Württemberg","Regensburg, Germany",49.0134297,12.1016236
"Baienfurt, Baden-Württemberg","88255 Baienfurt, Germany",47.82698329999999,9.6514758
"Dortmund, Nordrhein-Westfalen","Dortmund, Germany",51.5135872,7.465298100000001
"Peiting, Bayern","Peiting, Germany",47.7941166,10.9303033
"Steinen, Baden-Württemberg","79585 Steinen, Germany",47.64439540000001,7.737990299999999
"Berlin-Moabit, Berlin","Moabit, Berlin, Germany",52.53078290000001,13.3471759
"Weidenthal, Rheinland-Pfalz","67475 Weidenthal, Germany",49.4218294,7.9906187
"Hainburg, Hessen","Hainburg, Germany",50.0763954,8.9379086
"Mühlenbarbek, Kellinghusen, Schleswig-Holstein","25548 Mühlenbarbek, Germany",53.9578486,9.6671665
"Pulheim, Nordrhein-Westfalen","50259 Pulheim, Germany",50.9995815,6.807685299999999
"Bornheim, Nordrhein-Westfalen","53332 Bornheim, Germany",50.759586,6.9821412
"Benndorf, Sachsen-Anhalt","Benndorf, Germany",51.5706789,11.4896368
"Aspisheim, Rheinland-Pfalz","Aspisheim, Germany",49.9064863,7.9810978
"Hochheim, Hessen","Hochheim am Main, Germany",50.0147576,8.3558664
"Pfreimd, Bayern","92536 Pfreimd, Germany",49.48968370000001,12.1797928
"Bad Grund, Niedersachsen","37539 Bad Grund, Germany",51.8126708,10.2382509
"Stadtallendorf, Hessen","35260 Stadtallendorf, Germany",50.8218537,9.020215100000001
"Auerbach im Vogtland, Sachsen","Auerbach, Germany",50.5079692,12.3981373
"Wilhelmshaven, Niedersachsen","Wilhelmshaven, Germany",53.53234029999999,8.1068722
"Bonstetten, Bayern","Bonstetten, Germany",48.4399512,10.7101161
"Uetersen, Schleswig-Holstein","25436 Uetersen, Germany",53.6872441,9.6763338
"Hirschaid, Bayern","Hirschaid, Germany",49.8190535,10.992433
"Pfedelbach, Baden-Württemberg","74629 Pfedelbach, Germany",49.1783423,9.507019099999999
"Lütjenburg, Schleswig-Holstein","24321 Lütjenburg, Germany",54.29414149999999,10.5864414
"Karlsbad, Baden-Württemberg","76307 Karlsbad, Germany",48.9123375,8.5036882
"Welzheim, Baden-Württemberg","Welzheim, Germany",48.8744378,9.6318238
"Berglern, Bayern","85459 Berglern, Germany",48.3834613,11.9298961
"Steinberg-Deckenhardt, Saarland","Steinberg-Deckenhardt, 66649 Oberthal, Germany",49.5387212,7.118503899999999
"Teltow, Brandenburg","Teltow, Germany",52.3975008,13.2752586
"Kaarst, Nordrhein-Westfalen","41564 Kaarst, Germany",51.2241281,6.6172049
"Weißensee, Berlin, Berlin","Weissensee, Berlin, Germany",52.5538804,13.4675453
"Pfarrweisach, Bayern","96176 Pfarrweisach, Germany",50.1463611,10.7381314
"Wallgau, Bayern","82499 Wallgau, Germany",47.5213614,11.2817958
"Großkmehlen, Brandenburg","Großkmehlen, Germany",51.37854,13.7244811
"Haspe (Hagen), Nordrhein-Westfalen","Haspe, 58135 Hagen, Germany",51.34796780000001,7.4247042
"Mittelangeln, Schleswig-Holstein","24986 Mittelangeln, Germany",54.68014239999999,9.59935
"Neuburg, Bayern","86633 Neuburg an der Donau, Germany",48.7302674,11.1887693
"Egg, Bayern","Egg an der Günz, Germany",48.0865961,10.2835381
"Rangsdorf, Brandenburg","15834 Rangsdorf, Germany",52.2918732,13.4388453
"Oldenburg, Schleswig-Holstein","23758 Oldenburg in Holstein, Germany",54.2904694,10.8899227
"Forst/Lausitz, Brandenburg","03149 Forst, Germany",51.7445739,14.6451394
"Wolgast, Mecklenburg-Vorpommern","Wolgast, Germany",54.0496018,13.7665592
"Erbstorf, Niedersachsen","Erbstorf, 21365 Adendorf, Germany",53.2744624,10.4752955
"Bad Berleburg, Nordrhein-Westfalen","57319 Bad Berleburg, Germany",51.0515666,8.3926278
"Bennewitz, Sachsen","Bennewitz, Germany",51.3602445,12.7110533
"Neuehrenfeld, Köln, Nordrhein-Westfalen","Neuehrenfeld, Köln, Germany",50.9560533,6.925285199999999
"Kronach, Bayern","96317 Kronach, Germany",50.2359898,11.3310482
"Frankfurt(Oder), Brandenburg","Frankfurt an der Oder, Germany",52.3472237,14.5505673
"Ratekau, Schleswig-Holstein","Ratekau, Germany",53.9462188,10.7306937
"Neustadt an der Aisch, Bayern","91413 Neustadt an der Aisch, Germany",49.5795445,10.6139437
"Schiltach, Baden-Württemberg","77761 Schiltach, Germany",48.2917596,8.3468916
"Neustadt/Dosse, Brandenburg","Neustadt, Germany",52.8583917,12.4342718
"Dippoldiswalde, Sachsen","Dippoldiswalde, Germany",50.8951322,13.6684411
"Grevesmühlen, Mecklenburg-Vorpommern","Grevesmühlen, Germany",53.8600277,11.1906933
"Ludwigshafen am Rhei, Rheinland-Pfalz","Ludwigshafen, Germany",49.4774018,8.4447451
"Korbach, Hessen","34497 Korbach, Germany",51.2774069,8.8709876
"Zarrentin, Mecklenburg-Vorpommern","19246 Zarrentin am Schaalsee, Germany",53.54874909999999,10.9163473
"Langenorla, Thüringen","Langenorla, Germany",50.7411324,11.5781812
"Münnarstadt, Bayern","97702 Münnerstadt, Germany",50.247561,10.1944102
"Frauenwald, Thüringen","Frauenwald, Germany",50.5841236,10.8580288
"Backnang, Baden-Württemberg","Backnang, Germany",48.9471455,9.434181299999999
"Wattenscheid, Nordrhein-Westfalen","Wattenscheid, Bochum, Germany",51.4686409,7.1454673
"Marpingen, Saarland","66646 Marpingen, Germany",49.4516231,7.0574135
"Wesendorf, Niedersachsen","29392 Wesendorf, Germany",52.5933059,10.5368179
"Heiligenstadt, Thüringen","37308 Heilbad Heiligenstadt, Germany",51.37702969999999,10.1439107
"Iphofen, Bayern","97346 Iphofen, Germany",49.7019444,10.2578246
"Neustadt (Dosse), Brandenburg","Neustadt, Germany",52.8583917,12.4342718
"Oberstaufen, Bayern","Oberstaufen, Germany",47.5570001,10.0205624
"Neunkirchen , Saarland","Neunkirchen, Germany",49.348932,7.1780408
"Tussenhausen, Bayern","86874 Tussenhausen, Germany",48.1012609,10.560921
"Kleinostheim, Bayern","Kleinostheim, Germany",50.0042304,9.0658932
"Zülpich, Nordrhein-Westfalen","53909 Zülpich, Germany",50.6938699,6.6549936
"Scheeßel, Niedersachsen","27383 Scheeßel, Germany",53.1697267,9.4870781
"Ramstein-Miesenbach, Rheinland-Pfalz","66877 Ramstein-Miesenbach, Germany",49.445759,7.554540399999999
"Freudenstadt, Baden-Württemberg","72250 Freudenstadt, Germany",48.4644796,8.4179988
"Halle/Saale, Sachsen-Anhalt","Halle (Saale), Germany",51.49535669999999,11.9662371
"Bergheim, Bayern","86673 Bergheim, Germany",48.7616671,11.256683
"Steinheim, Baden-Württemberg","89555 Steinheim am Albuch, Germany",48.6917903,10.0638942
"Arnsdorf, Sachsen","Arnsdorf, Germany",51.0944429,13.9905116
"Dachau, Bayern","85221 Dachau, Germany",48.26315289999999,11.4341515
"Au, Bayern","84072 Au in der Hallertau, Germany",48.5590217,11.7375805
"Wittstock (Dosse), Brandenburg","Wittstock, Germany",53.2045159,12.5538862
"Farmsen, Hamburg, Hamburg","Farmsen-Berne, Hamburg, Germany",53.6107299,10.116584
"Mihla, Thüringen","Mihla, 99826 Amt Creuzburg, Germany",51.07671449999999,10.3314013
"Tanna, Thüringen","07922 Tanna, Germany",50.49402490000001,11.8627586
"Treuen, Sachsen","Treuen, Germany",50.5435567,12.2993698
"Halberstadt , Sachsen-Anhalt","Halberstadt, Germany",51.8916475,11.0488695
"Gornau, Sachsen","Gornau, Germany",50.7590143,13.0350645
"Osterburg in der Altmark, Sachsen-Anhalt","Saxony-Anhalt, Germany",51.9502649,11.6922735
"Lichtenau (Westfalen), Nordrhein-Westfalen","33165 Lichtenau, Germany",51.6165767,8.895116600000001
"Hermeskeil, Rheinland-Pfalz","Hermeskeil, Germany",49.65546029999999,6.943243
"Düren, Nordrhein-Westfalen","Düren, Germany",50.8037183,6.4793683
"Neukirchen-Seelscheid, Nordrhein-Westfalen","Neunkirchen-Seelscheid, Germany",50.8552827,7.331858599999999
"Freigericht, Hessen","Freigericht, Germany",50.1431461,9.143807299999999
"Hückelhoven, Nordrhein-Westfalen","41836 Hückelhoven, Germany",51.0532772,6.2226357
"Königsbach-Stein, Baden-Württemberg","75203 Königsbach-Stein, Germany",48.96422099999999,8.6231225
"Freilassing, Bayern","83395 Freilassing, Germany",47.84199820000001,12.9728226
"Langenhagen, Niedersachsen","Langenhagen, Germany",52.4528001,9.7443992
"Traunreut, Bayern","Traunreut, Germany",47.9617026,12.5987194
"Zinnwald, Sachsen","Zinnwald-Georgenfeld, 01773 Altenberg, Germany",50.7369766,13.7573076
"Schwarzbach, Brandenburg","Schwarzbach, Germany",51.4515428,13.9353851
"Barmstedt, Schleswig-Holstein","25355 Barmstedt, Germany",53.7905563,9.769214900000001
"Hemmingstedt, Schleswig-Holstein","25770 Hemmingstedt, Germany",54.1472704,9.0720975
"Hohenstein-Ernstthal, Sachsen","Hohenstein-Ernstthal, Germany",50.8009829,12.7132681
"Panketal, Brandenburg","Panketal, Germany",52.6509175,13.5407777
"Bismark in der Altmark, Sachsen-Anhalt","Bismark, Germany",52.662257,11.5246096
"Gardelegen, Sachsen-Anhalt","Gardelegen, Germany",52.5268133,11.401844
"Oschersleben an der Bode, Sachsen-Anhalt","Oschersleben, Germany",52.0271323,11.22858
"Wülknitz, Sachsen","Wülknitz, Germany",51.3701062,13.3902196
"Schleswig, Schleswig-Holstein","24837 Schleswig, Germany",54.5249669,9.560847599999999
